Año;Codigo Provincia;Codigo Municipio;Municipio;Codigo Comarca;Comarca;codigo producto;grupo de cultivo;cultivo;Superficie Secano que no produce;Superficie Secano en producción;Superficie Regadío que no produce;Superficie Regadío en producción
2010;9;34;BALBASES (LOS);6;PISUERGA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;14;;
2010;9;35;BAÑOS DE VALDEARADOS;4;LA RIBERA;0012/01;FRUTALES;MANZANO;;;;1
2010;9;35;BAÑOS DE VALDEARADOS;4;LA RIBERA;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;35;BAÑOS DE VALDEARADOS;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;3;342;;
2010;9;38;BARBADILLO DEL MERCADO;3;DEMANDA;0012/01;FRUTALES;MANZANO;;;;1
2010;9;41;BARRIO DE MUÑO;6;PISUERGA;0012/01;FRUTALES;MANZANO;;1;;
2010;9;43;BARRIOS DE BUREBA (LOS);2;BUREBA-EBRO;0012/19;FRUTALES;NOGAL;;1;;
2010;9;47;BELBIMBRE;6;PISUERGA;0012/01;FRUTALES;MANZANO;;1;;
2010;9;47;BELBIMBRE;6;PISUERGA;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;48;BELORADO;2;BUREBA-EBRO;0012/01;FRUTALES;MANZANO;;;;1
2010;9;48;BELORADO;2;BUREBA-EBRO;0012/02;FRUTALES;PERAL;;;;1
2010;9;48;BELORADO;2;BUREBA-EBRO;0012/09;FRUTALES;CIRUELO;;1;;
2010;9;48;BELORADO;2;BUREBA-EBRO;0012/19;FRUTALES;NOGAL;;1;;
2010;9;48;BELORADO;2;BUREBA-EBRO;0015/00;VIVEROS;VIVEROS;;;;1
2010;9;51;BERLANGAS DE ROA;4;LA RIBERA;0012/01;FRUTALES;MANZANO;;;;1
2010;9;51;BERLANGAS DE ROA;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;27;;
2010;9;55;BRAZACORTA;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;14;;
2010;9;56;BRIVIESCA;2;BUREBA-EBRO;0012/01;FRUTALES;MANZANO;;;;1
2010;9;56;BRIVIESCA;2;BUREBA-EBRO;0012/02;FRUTALES;PERAL;;1;;
2010;9;56;BRIVIESCA;2;BUREBA-EBRO;0012/19;FRUTALES;NOGAL;;1;;
2010;9;57;BUGEDO;2;BUREBA-EBRO;0012/01;FRUTALES;MANZANO;;1;;
2010;9;59;BURGOS;8;ARLANZON;0012/01;FRUTALES;MANZANO;;;;1
2010;9;59;BURGOS;8;ARLANZON;0012/07;FRUTALES;CEREZO Y GUINDO;;;;1
2010;9;59;BURGOS;8;ARLANZON;0015/00;VIVEROS;VIVEROS;;;9;
2010;9;61;CABAÑES DE ESGUEVA;5;ARLANZA;0012/19;FRUTALES;NOGAL;;1;;
2010;9;61;CABAÑES DE ESGUEVA;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1;;
2010;9;64;CALERUEGA;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;44;;
2010;9;65;CAMPILLO DE ARANDA;4;LA RIBERA;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;65;CAMPILLO DE ARANDA;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;1;89;;
2010;9;66;CAMPOLARA;3;DEMANDA;0012/01;FRUTALES;MANZANO;;;;1
2010;9;68;CANTABRANA;2;BUREBA-EBRO;0012/01;FRUTALES;MANZANO;;8;;2
2010;9;68;CANTABRANA;2;BUREBA-EBRO;0012/02;FRUTALES;PERAL;;1;;
2010;9;68;CANTABRANA;2;BUREBA-EBRO;0012/07;FRUTALES;CEREZO Y GUINDO;;19;;1
2010;9;68;CANTABRANA;2;BUREBA-EBRO;0012/09;FRUTALES;CIRUELO;;1;;
2010;9;72;CARCEDO DE BURGOS;8;ARLANZON;0012/01;FRUTALES;MANZANO;;1;;
2010;9;85;CASTRILLO DE LA VEGA;4;LA RIBERA;0012/01;FRUTALES;MANZANO;;;;1
2010;9;85;CASTRILLO DE LA VEGA;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;20;447;;
2010;9;90;CASTRILLO-MATAJUDIOS;6;PISUERGA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;1;1;;
2010;9;91;CASTROJERIZ;6;PISUERGA;0012/01;FRUTALES;MANZANO;;1;;
2010;9;91;CASTROJERIZ;6;PISUERGA;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;91;CASTROJERIZ;6;PISUERGA;0012/19;FRUTALES;NOGAL;;2;;
2010;9;91;CASTROJERIZ;6;PISUERGA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;16;;
2010;9;94;CEBRECOS;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;7;;
2010;9;101;CIADONCHA;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;2;;
2010;9;103;CILLERUELO DE ABAJO;5;ARLANZA;0012/18;FRUTALES;ALMENDRO;;3;;
2010;9;103;CILLERUELO DE ABAJO;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;2;4;;
2010;9;104;CILLERUELO DE ARRIBA;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;5;;
2010;9;105;CIRUELOS DE CERVERA;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;6;;
2010;9;108;COGOLLOS;5;ARLANZA;0012/01;FRUTALES;MANZANO;1;;;
2010;9;109;CONDADO DE TREVIÑO;2;BUREBA-EBRO;0012/01;FRUTALES;MANZANO;;3;;1
2010;9;109;CONDADO DE TREVIÑO;2;BUREBA-EBRO;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;109;CONDADO DE TREVIÑO;2;BUREBA-EBRO;0012/19;FRUTALES;NOGAL;;1;;
2010;9;110;CONTRERAS;3;DEMANDA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;2;;
2010;9;112;CORUÑA DEL CONDE;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;3;124;;
2010;9;113;COVARRUBIAS;5;ARLANZA;0012/01;FRUTALES;MANZANO;;2;2;
2010;9;113;COVARRUBIAS;5;ARLANZA;0012/02;FRUTALES;PERAL;;;1;
2010;9;113;COVARRUBIAS;5;ARLANZA;0012/07;FRUTALES;CEREZO Y GUINDO;;50;1;
2010;9;113;COVARRUBIAS;5;ARLANZA;0012/18;FRUTALES;ALMENDRO;;20;;
2010;9;113;COVARRUBIAS;5;ARLANZA;0012/19;FRUTALES;NOGAL;;10;;
2010;9;113;COVARRUBIAS;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;84;;
2010;9;117;CUEVA DE ROA (LA);4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;85;;
2010;9;125;ESTEPAR;8;ARLANZON;0012/01;FRUTALES;MANZANO;;;;1
2010;9;125;ESTEPAR;8;ARLANZON;0012/19;FRUTALES;NOGAL;;;1;
2010;9;127;FONTIOSO;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;6;;
2010;9;129;FRESNEDA DE LA SIERRA TIRON;3;DEMANDA;0012/19;FRUTALES;NOGAL;29;;;
2010;9;130;FRESNEÑA;2;BUREBA-EBRO;0012/01;FRUTALES;MANZANO;;1;;
2010;9;131;FRESNILLO DE LAS DUEÑAS;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;4;;
2010;9;134;FRIAS;2;BUREBA-EBRO;0012/01;FRUTALES;MANZANO;;1;;
2010;9;134;FRIAS;2;BUREBA-EBRO;0012/07;FRUTALES;CEREZO Y GUINDO;;1;;
2010;9;136;FUENTECEN;4;LA RIBERA;0012/01;FRUTALES;MANZANO;;;;1
2010;9;136;FUENTECEN;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;22;351;;
2010;9;137;FUENTELCESPED;4;LA RIBERA;0012/18;FRUTALES;ALMENDRO;;2;;
2010;9;137;FUENTELCESPED;4;LA RIBERA;0012/19;FRUTALES;NOGAL;1;2;;
2010;9;137;FUENTELCESPED;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;6;457;;
2010;9;138;FUENTELISENDO;4;LA RIBERA;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;138;FUENTELISENDO;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;3;113;;
2010;9;139;FUENTEMOLINOS;4;LA RIBERA;0012/18;FRUTALES;ALMENDRO;1;;;
2010;9;139;FUENTEMOLINOS;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;3;41;;
2010;9;140;FUENTENEBRO;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;2;95;;
2010;9;141;FUENTESPINA;4;LA RIBERA;0012/18;FRUTALES;ALMENDRO;;;;1
2010;9;141;FUENTESPINA;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;138;;
2010;9;148;GRIJALBA;6;PISUERGA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;2;;
2010;9;149;GRISALEÑA;2;BUREBA-EBRO;0012/19;FRUTALES;NOGAL;;1;;
2010;9;151;GUMIEL DE IZAN;4;LA RIBERA;0012/01;FRUTALES;MANZANO;;1;;
2010;9;151;GUMIEL DE IZAN;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;3;515;;
2010;9;152;GUMIEL DE MERCADO;4;LA RIBERA;0012/01;FRUTALES;MANZANO;;1;;
2010;9;152;GUMIEL DE MERCADO;4;LA RIBERA;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;152;GUMIEL DE MERCADO;4;LA RIBERA;0012/19;FRUTALES;NOGAL;20;10;;
2010;9;152;GUMIEL DE MERCADO;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;50;1261;;
2010;9;152;GUMIEL DE MERCADO;4;LA RIBERA;0015/00;VIVEROS;VIVEROS;;;4;
2010;9;155;HAZA;4;LA RIBERA;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;155;HAZA;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;60;321;;
2010;9;160;HONTANGAS;4;LA RIBERA;0012/01;FRUTALES;MANZANO;;;;1
2010;9;160;HONTANGAS;4;LA RIBERA;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;160;HONTANGAS;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;29;;
2010;9;164;HONTORIA DE VALDEARADOS;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;165;;
2010;9;168;HORRA (LA);4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;721;;
2010;9;169;HORTIGÜELA;3;DEMANDA;0012/01;FRUTALES;MANZANO;;1;;
2010;9;170;HOYALES DE ROA;4;LA RIBERA;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;170;HOYALES DE ROA;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;4;53;;
2010;9;172;HUERMECES;7;PARAMOS;0012/19;FRUTALES;NOGAL;;1;;
2010;9;174;HUERTA DEL REY;3;DEMANDA;0012/01;FRUTALES;MANZANO;;;1;1
2010;9;174;HUERTA DEL REY;3;DEMANDA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;33;;
2010;9;179;IGLESIARRUBIA;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;2;;
2010;9;181;ISAR;8;ARLANZON;0012/01;FRUTALES;MANZANO;;1;;
2010;9;182;ITERO DEL CASTILLO;6;PISUERGA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;24;;
2010;9;194;LERMA;5;ARLANZA;0012/01;FRUTALES;MANZANO;;;;1
2010;9;194;LERMA;5;ARLANZA;0012/02;FRUTALES;PERAL;;;;1
2010;9;194;LERMA;5;ARLANZA;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;194;LERMA;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;1;214;;
2010;9;194;LERMA;5;ARLANZA;0015/00;VIVEROS;VIVEROS;;;;9
2010;9;195;LLANO DE BUREBA;2;BUREBA-EBRO;0012/01;FRUTALES;MANZANO;;1;;
2010;9;195;LLANO DE BUREBA;2;BUREBA-EBRO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1;;
2010;9;196;MADRIGAL DEL MONTE;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;3;;
2010;9;197;MADRIGALEJO DEL MONTE;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1;;
2010;9;198;MAHAMUD;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;18;;
2010;9;199;MAMBRILLA DE CASTREJON;4;LA RIBERA;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;199;MAMBRILLA DE CASTREJON;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;15;239;;
2010;9;206;MAZUELA;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;5;;
2010;9;208;MECERREYES;5;ARLANZA;0012/01;FRUTALES;MANZANO;;1;;
2010;9;209;MEDINA DE POMAR;1;MERINDADES;0012/01;FRUTALES;MANZANO;;2;;
2010;9;209;MEDINA DE POMAR;1;MERINDADES;0012/19;FRUTALES;NOGAL;14;;;
2010;9;211;MELGAR DE FERNAMENTAL;6;PISUERGA;0012/19;FRUTALES;NOGAL;1;;;
2010;9;211;MELGAR DE FERNAMENTAL;6;PISUERGA;0015/00;VIVEROS;VIVEROS;;;;14
2010;9;213;MERINDAD DE CUESTA-URRIA;1;MERINDADES;0012/01;FRUTALES;MANZANO;;1;;1
2010;9;213;MERINDAD DE CUESTA-URRIA;1;MERINDADES;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;213;MERINDAD DE CUESTA-URRIA;1;MERINDADES;0012/19;FRUTALES;NOGAL;2;1;;
2010;9;214;MERINDAD DE MONTIJA;1;MERINDADES;0012/01;FRUTALES;MANZANO;;1;;
2010;9;215;MERINDAD DE SOTOSCUEVA;1;MERINDADES;0012/19;FRUTALES;NOGAL;;1;;
2010;9;216;MERINDAD DE VALDEPORRES;1;MERINDADES;0015/00;VIVEROS;VIVEROS;;;1;
2010;9;217;MERINDAD DE VALDIVIELSO;1;MERINDADES;0012/01;FRUTALES;MANZANO;4;1;1;
2010;9;217;MERINDAD DE VALDIVIELSO;1;MERINDADES;0012/02;FRUTALES;PERAL;2;1;;
2010;9;217;MERINDAD DE VALDIVIELSO;1;MERINDADES;0012/07;FRUTALES;CEREZO Y GUINDO;3;2;;
2010;9;217;MERINDAD DE VALDIVIELSO;1;MERINDADES;0012/09;FRUTALES;CIRUELO;5;8;;
2010;9;217;MERINDAD DE VALDIVIELSO;1;MERINDADES;0012/19;FRUTALES;NOGAL;1;1;;
2010;9;218;MILAGROS;4;LA RIBERA;0012/19;FRUTALES;NOGAL;;1;;
2010;9;218;MILAGROS;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;86;;
2010;9;219;MIRANDA DE EBRO;2;BUREBA-EBRO;0012/01;FRUTALES;MANZANO;;1;;
2010;9;219;MIRANDA DE EBRO;2;BUREBA-EBRO;0012/07;FRUTALES;CEREZO Y GUINDO;;1;;
2010;9;219;MIRANDA DE EBRO;2;BUREBA-EBRO;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;219;MIRANDA DE EBRO;2;BUREBA-EBRO;0012/19;FRUTALES;NOGAL;5;1;;
2010;9;219;MIRANDA DE EBRO;2;BUREBA-EBRO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;66;;
2010;9;219;MIRANDA DE EBRO;2;BUREBA-EBRO;0015/00;VIVEROS;VIVEROS;;;;1
2010;9;221;MODUBAR DE LA EMPAREDADA;8;ARLANZON;0012/01;FRUTALES;MANZANO;;1;;
2010;9;228;MORADILLO DE ROA;4;LA RIBERA;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;228;MORADILLO DE ROA;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;5;242;;
2010;9;229;NAVA DE ROA;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;60;395;;
2010;9;230;NAVAS DE BUREBA;2;BUREBA-EBRO;0012/01;FRUTALES;MANZANO;;1;;
2010;9;230;NAVAS DE BUREBA;2;BUREBA-EBRO;0012/07;FRUTALES;CEREZO Y GUINDO;;1;;
2010;9;230;NAVAS DE BUREBA;2;BUREBA-EBRO;0012/19;FRUTALES;NOGAL;;1;;
2010;9;235;OLMEDILLO DE ROA;4;LA RIBERA;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;235;OLMEDILLO DE ROA;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;3;484;;
2010;9;238;OÑA;2;BUREBA-EBRO;0012/01;FRUTALES;MANZANO;12;47;;
2010;9;238;OÑA;2;BUREBA-EBRO;0012/02;FRUTALES;PERAL;2;2;;
2010;9;238;OÑA;2;BUREBA-EBRO;0012/07;FRUTALES;CEREZO Y GUINDO;5;45;;
2010;9;238;OÑA;2;BUREBA-EBRO;0012/09;FRUTALES;CIRUELO;;5;;
2010;9;238;OÑA;2;BUREBA-EBRO;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;238;OÑA;2;BUREBA-EBRO;0012/19;FRUTALES;NOGAL;;4;;
2010;9;239;OQUILLAS;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;4;;
2010;9;242;PADILLA DE ABAJO;6;PISUERGA;0012/07;FRUTALES;CEREZO Y GUINDO;;1;;
2010;9;242;PADILLA DE ABAJO;6;PISUERGA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;4;;
2010;9;243;PADILLA DE ARRIBA;6;PISUERGA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1;;
2010;9;244;PADRONES DE BUREBA;2;BUREBA-EBRO;0012/01;FRUTALES;MANZANO;1;8;;11
2010;9;244;PADRONES DE BUREBA;2;BUREBA-EBRO;0012/02;FRUTALES;PERAL;;;;1
2010;9;244;PADRONES DE BUREBA;2;BUREBA-EBRO;0012/07;FRUTALES;CEREZO Y GUINDO;;7;;3
2010;9;244;PADRONES DE BUREBA;2;BUREBA-EBRO;0012/09;FRUTALES;CIRUELO;;;;1
2010;9;244;PADRONES DE BUREBA;2;BUREBA-EBRO;0012/19;FRUTALES;NOGAL;;1;;
2010;9;250;PAMPLIEGA;6;PISUERGA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;3;3;;
2010;9;253;PARDILLA;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;1;162;;
2010;9;256;PEDROSA DE DUERO;4;LA RIBERA;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;256;PEDROSA DE DUERO;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;30;1058;;
2010;9;257;PEDROSA DEL PARAMO;6;PISUERGA;0012/19;FRUTALES;NOGAL;;1;;
2010;9;258;PEDROSA DEL PRINCIPE;6;PISUERGA;0012/19;FRUTALES;NOGAL;;1;;
2010;9;258;PEDROSA DEL PRINCIPE;6;PISUERGA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;3;;
2010;9;259;PEDROSA DE RIO-URBEL;8;ARLANZON;0012/01;FRUTALES;MANZANO;;1;;
2010;9;261;PEÑARANDA DE DUERO;4;LA RIBERA;0012/01;FRUTALES;MANZANO;;;;1
2010;9;261;PEÑARANDA DE DUERO;4;LA RIBERA;0012/18;FRUTALES;ALMENDRO;;;;1
2010;9;261;PEÑARANDA DE DUERO;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;1;360;;
2010;9;262;PERAL DE ARLANZA;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;1;6;;
2010;9;265;PIERNIGAS;2;BUREBA-EBRO;0012/19;FRUTALES;NOGAL;;1;;
2010;9;269;PINILLA DE LOS MOROS;3;DEMANDA;0012/01;FRUTALES;MANZANO;;1;;
2010;9;269;PINILLA DE LOS MOROS;3;DEMANDA;0012/02;FRUTALES;PERAL;;1;;
2010;9;269;PINILLA DE LOS MOROS;3;DEMANDA;0012/19;FRUTALES;NOGAL;2;;;
2010;9;269;PINILLA DE LOS MOROS;3;DEMANDA;0015/00;VIVEROS;VIVEROS;;;1;
2010;9;270;PINILLA-TRASMONTE;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;12;;
2010;9;272;POZA DE LA SAL;2;BUREBA-EBRO;0012/01;FRUTALES;MANZANO;4;2;;4
2010;9;272;POZA DE LA SAL;2;BUREBA-EBRO;0012/02;FRUTALES;PERAL;;1;;
2010;9;272;POZA DE LA SAL;2;BUREBA-EBRO;0012/07;FRUTALES;CEREZO Y GUINDO;;5;;
2010;9;272;POZA DE LA SAL;2;BUREBA-EBRO;0012/09;FRUTALES;CIRUELO;;1;;
2010;9;272;POZA DE LA SAL;2;BUREBA-EBRO;0012/18;FRUTALES;ALMENDRO;;2;;
2010;9;272;POZA DE LA SAL;2;BUREBA-EBRO;0012/19;FRUTALES;NOGAL;;1;;
2010;9;272;POZA DE LA SAL;2;BUREBA-EBRO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;5;;
2010;9;275;PRESENCIO;5;ARLANZA;0012/19;FRUTALES;NOGAL;;3;;
2010;9;275;PRESENCIO;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1;;
2010;9;276;PUEBLA DE ARGANZON (LA);2;BUREBA-EBRO;0015/00;VIVEROS;VIVEROS;;;5;
2010;9;277;PUENTEDURA;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;12;;
2010;9;279;QUEMADA;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;4;264;;
2010;9;280;QUINTANABUREBA;2;BUREBA-EBRO;0012/01;FRUTALES;MANZANO;;1;;
2010;9;281;QUINTANA DEL PIDIO;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;224;;
2010;9;294;QUINTANILLA DE LA MATA;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;15;;
2010;9;297;QUINTANILLAS (LAS);8;ARLANZON;0012/01;FRUTALES;MANZANO;;2;;
2010;9;311;RETUERTA;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;3;9;;
2010;9;314;REVILLA DEL CAMPO;8;ARLANZON;0012/01;FRUTALES;MANZANO;;1;;
2010;9;316;REVILLA-VALLEGERA;6;PISUERGA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;27;;
2010;9;321;ROA;4;LA RIBERA;0012/01;FRUTALES;MANZANO;;;;1
2010;9;321;ROA;4;LA RIBERA;0012/18;FRUTALES;ALMENDRO;;;;1
2010;9;321;ROA;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;15;1083;;300
2010;9;323;ROJAS;2;BUREBA-EBRO;0012/01;FRUTALES;MANZANO;;1;;
2010;9;323;ROJAS;2;BUREBA-EBRO;0012/19;FRUTALES;NOGAL;;1;;
2010;9;325;ROYUELA DE RIO FRANCO;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;19;;
2010;9;328;RUCANDIO;2;BUREBA-EBRO;0012/01;FRUTALES;MANZANO;5;106;1;8
2010;9;328;RUCANDIO;2;BUREBA-EBRO;0012/02;FRUTALES;PERAL;1;22;1;6
2010;9;328;RUCANDIO;2;BUREBA-EBRO;0012/07;FRUTALES;CEREZO Y GUINDO;5;91;1;3
2010;9;328;RUCANDIO;2;BUREBA-EBRO;0012/09;FRUTALES;CIRUELO;;10;;
2010;9;328;RUCANDIO;2;BUREBA-EBRO;0012/19;FRUTALES;NOGAL;;10;;
2010;9;329;SALAS DE BUREBA;2;BUREBA-EBRO;0012/01;FRUTALES;MANZANO;;30;;10
2010;9;329;SALAS DE BUREBA;2;BUREBA-EBRO;0012/02;FRUTALES;PERAL;;1;;1
2010;9;329;SALAS DE BUREBA;2;BUREBA-EBRO;0012/07;FRUTALES;CEREZO Y GUINDO;2;37;1;11
2010;9;329;SALAS DE BUREBA;2;BUREBA-EBRO;0012/09;FRUTALES;CIRUELO;;2;;
2010;9;329;SALAS DE BUREBA;2;BUREBA-EBRO;0012/19;FRUTALES;NOGAL;;3;;
2010;9;329;SALAS DE BUREBA;2;BUREBA-EBRO;0015/00;VIVEROS;VIVEROS;;;;2
2010;9;330;SALAS DE LOS INFANTES;3;DEMANDA;0012/01;FRUTALES;MANZANO;;;;1
2010;9;337;SAN JUAN DEL MONTE;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;160;;5
2010;9;339;SAN MARTIN DE RUBIALES;4;LA RIBERA;0012/01;FRUTALES;MANZANO;;;;1
2010;9;339;SAN MARTIN DE RUBIALES;4;LA RIBERA;0012/18;FRUTALES;ALMENDRO;;2;;
2010;9;339;SAN MARTIN DE RUBIALES;4;LA RIBERA;0012/19;FRUTALES;NOGAL;;1;;
2010;9;339;SAN MARTIN DE RUBIALES;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;5;138;;16
2010;9;343;SANTA CECILIA;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;8;;
2010;9;345;SANTA CRUZ DE LA SALCEDA;4;LA RIBERA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;10;99;;
2010;9;347;SANTA GADEA DEL CID;2;BUREBA-EBRO;0012/01;FRUTALES;MANZANO;;1;;
2010;9;348;SANTA INES;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;33;;
2010;9;350;SANTA MARIA DEL CAMPO;5;ARLANZA;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;350;SANTA MARIA DEL CAMPO;5;ARLANZA;0012/19;FRUTALES;NOGAL;;1;;
2010;9;350;SANTA MARIA DEL CAMPO;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;2;16;;
2010;9;351;SANTA MARIA DEL INVIERNO;2;BUREBA-EBRO;0012/01;FRUTALES;MANZANO;;1;;
2010;9;351;SANTA MARIA DEL INVIERNO;2;BUREBA-EBRO;0012/07;FRUTALES;CEREZO Y GUINDO;2;;;
2010;9;352;SANTA MARIA DE MERCADILLO;5;ARLANZA;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;352;SANTA MARIA DE MERCADILLO;5;ARLANZA;0012/19;FRUTALES;NOGAL;;1;;
2010;9;352;SANTA MARIA DE MERCADILLO;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;22;;
2010;9;355;SANTIBAÑEZ DE ESGUEVA;5;ARLANZA;0012/18;FRUTALES;ALMENDRO;;1;;
2010;9;355;SANTIBAÑEZ DE ESGUEVA;5;ARLANZA;0012/19;FRUTALES;NOGAL;;1;;
2010;9;355;SANTIBAÑEZ DE ESGUEVA;5;ARLANZA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;14;;
2010;9;358;SANTO DOMINGO DE SILOS;3;DEMANDA;0012/01;FRUTALES;MANZANO;;;;1
2010;9;361;SARGENTES DE LA LORA;7;PARAMOS;0012/18;FRUTALES;ALMENDRO;;1;;
